gene_name,drug_claim_name
ACTB,CYCLOPHOSPHAMIDE
POLH,DAPHNORIN
SLC6A4,DOV 216
MELK,SB-220025
PSMD14,AG-528
KCNH2,DB04957
HTR1A,DSP-1053
MAPT,METHYLDOPA (RACEMIC)
ALDH1A1,SARCOLYSIN
CYP2C8,zoledronate
AR,HALCINONIDE
CA4,TRICHLORMETHIAZIDE
KDM4A,N'-(2
,Olanzapine/fluoxetine combination
CD19,4SCAR19/22 T cells
IDH1,CHALCONE
TPP2,252166782
YES1,GW679410X
PTEN,Panitumumab
DRD1,CGS-15943
TG,RETINOL
HTR2C,135650537
ABCG2,135652074
PIM2,328083469
SV2C,olanzapine
ABCB1,DB09031
VEGFA,Indoline derivative 13
OXTR,Oxytocin
HTR1A,135651354
ADRB1,CHEMBL1356607
CYP2D6,GNF-PF-3889
CYP3A4,PAPAVERINE HYDROCHLORIDE
HTR3A,VI-0134
GART,LY309887
SLCO1B1,ISOSILYBIN A
ROCK1,GW441756X
HTR1A,DB00216
KNG1,DB14533
ADRA1D,178103730
PTPRC,HEPARAN SULFATE
GRM5,178100374
ADRA1B,DB00661
CSF3R,PLX-3397
GRM2,PMID25435285-Compound-46
SENP6,GNF-PF-992
EZH2,PMID28394193-Compound-35
SCN1A,antiepileptics
ADCYAP1R1,135651850
AREG,PANITUMUMAB
TUBA4A,MAYTANSINE
ADORA2A,DB01303
GNRHR,NBI-42902
KISS1R,381744905
AR,DB08604
ADORA2A,135651453
ADRB2,S(+)-ISOPROTERENOL-BITARTRATE
MET,178101751
ATM,E7449
LOH19CR1,METOCLOPRAMIDE
PRCP,Piperidinyl triazole derivative 4
MET,CABOZANTINIB
POLK,CROCIN
,RSV-604
BAZ2B,TCMDC-125544
CHRNG,CHEMBL984
OPRM1,CHEMBL688
PIK3CA,Gemcitabine
SELL,CHEMBL3707446
FCGR2A,DB11767
CHRNA10,TRIMETHAPHAN
PRKCB,178101947
BACE1,178103526
HSPA4,AG-858
MTOR,DS-3078
FGFR1,Gefitinib
NRAS,Pembrolizumab
RPS6KA6,DB12010
KCNH2,VERAPAMIL HYDROCHLORIDE
CASP4,DB06255
OPRM1,PROPOXYPHENE
HTR3D,DDP225
CDK2,DB08285
PIK3CB,BAY80-6946
BACE1,AMG520
BTK,DB05204
HTT,4-PHENYLAMINO-[1
NCOA1,DB07009
IDH1,NSC-145669
SCN3A,CHEMBL58323
PRKD3,SB-431542
CHRNA7,DB14009
EDNRA,53801049
SLC6A2,DB01170
ITPA,interferon alfa-2b
ADRB1,ALPRENOLOL
PRKCA,DB06451
SMO,BMS-833923
AGTR1,DNDI1417147
CYP2D6,fluoxetine / olanzapine
,Lincomycin
GAA,CAFFEIC ACID
KCNN3,135650900
CYP2D6,Aripiprazole Lauroxil
,Valacyclovir Hydrochloride
RET,VANDETANIB
KRAS,MUC1-TARGETED PEPTIDE GO-203-2C
DPCR1,gemcitabine
CFTR,ABBV-2737
NR1H4,PMID29649907-Compound-32
RET,DB08875
ATAD5,HYDRALAZINE
PFN1,DB11638
CYP2C19,3-HYDROXYFLAVONOL
TP53,EMD 1214063
ESRRA,Dexamethasone palmitate
F7,DB07247
ESR1,Fluvestrant
KDM4E,PROTOCATECHUALDEHYDE
OPRK1,DB01548
CDK4,PMID25726713-Compound-49
PSMB4,DB08515
BRD3,TRIAZOLAM
TDO2,
FGB,DB11571
THPO,NSC-139257
GABRB3,TEMAZEPAM
CTSL,178103147
HTR1B,135649864
,TG02
CCR3,135650913
SELE,GMI-1271
BRAF,S3I-201
SRC,AL3818
OPRK1,135650230
GRM5,AFQ056
HTR2A,Piperazine derivative 4
BRPF1,252166776
JAK2,178102342
NFE2L2,GNF-PF-107
GRM1,178102958
HCAR2,178102411
KCND3,Sodium bicarbonate
MAPK1,SANGUINARINE SULFATE
ADAM17,DB07189
RAC1,DABRAFENIB
CLCN2,RK-023
ALDH1A1,NSC-48300
HDAC2,CHEMBL27759
PDGFRA,SORAFENIB TOSYLATE
IFNL3,elbasvir / grazoprevir
JAK2,GDC-0941
TNFSF11,CEP-37251
RORC,387065610
,Niraparib
,Tetracyclines
GABRA2,178100977
ADORA3,135651364
CTNNB1,PMED-1
KDR,CHEMBL24828
CYP2C9,CARBIMAZOLE
KRAS,RO5126766
FGFR2,AZD4547
PTPRS,381118819
EGFR,AZD9291
KCNB2,CHEMBL1200728
CDA,difluorodeoxyuridine
BRCA1,QUINALIZARIN
ACHE,DONEPEZIL
TP53,DICHLOROPHEN
CD19,CD19-CAR-T2 Cells
FGFR3,CVBT-141H
HTR2C,QUETIAPINE
HRH1,Dexchlorpheniramine Maleate
HDAC3,PMID29671355-Compound-57
MAOA,PMID25399762-Compound-Table 5-8
GRM5,178100405
GLP1R,GERONTOXANTHONE H
MAPK9,TAE-684
PPARG,DB02709
ALDH1A2,DB00157
AGTR1,Eprosartan
LTA4H,DB07237
GMNN,VINBURNINE
HCRTR2,135651845
GRM5,Diazepinone derivative 4
PTGS2,CHEMBL1241153
CXCR4,135652592
ESR1,Everolimus
,PMID26651364-Compound-127
RIPK1,381118799
CYP2C19,tolterodine
TGM2,TNF-ALPHA
NOS3,DB01833
NOS2,DB06879
GABRA4,178101113
HPGD,CONGO RED
KCNMA1,DB00774
POLK,3-METHOXYCATECHOL
ABCG2,pravastatin
CTLA4,IPILIMUMAB
NME1,DB04542
RAF1,Semapimod
TYK2,340590249
PDGFRA,CHEMBL2105728
AVPR2,DB00872
CYP2C9,KARANJIN
OPRK1,PENTAZOCINE
AGER,TTP-448
DRD1,Intranasal apomorphine
PGR,135650855
AKT3,ARQ 092
GPA33,Radiolabelled-huA33
HPRT1,DB01033
VDR,selective beta-2-adrenoreceptor agonists
ADRA2A,MEDETOMIDINE
RET,CHEMBL3545332
ABCC5,leucovorin
GLP1R,GNF-PF-4418
KDM4E,PMID25468267-Compound-46
FCGR2B,Xmab 5871
CA2,DB01325
HLA-A,tetanus antitoxin
TSPO,Imidazopyridine acetamide analog 5
DRD4,antagonist
SERPINC1,DB11598
ERBB2,NeuVax
DYRK1B,PMID28766366-Compound-Scheme7WO2012/098070bottom
POLH,MITOXANTRONE
ESR1,PHENYLMERCURIC ACETATE
KCNQ4,135652752
AR,MERCURIC CHLORIDE
RAB9A,DNDI1417215
GABRB1,TRIAZOLAM
NTRK1,STREPTOZOTOCIN
CXCL10,CHEMBL2109379
SLC5A2,DB11827
KCNQ1,CHEMBL113461
TERC,IFO
ENPP3,AGS-16C3F
GABRA3,AZIETOMIDATE
HSD17B10,1
CYP2C9,CLOZAPINE
HDAC2,ROMIDEPSIN
CFB,DB06503
LHCGR,Org-43902
FOS,ETHANOL
HLA-DRB1,flucloxacillin
SCN1A,CHEMBL1095
CREBBP,187051808
CHRNA7,CHEMBL3545232
APC,NSAID
KDR,CHEMBL3544937
CDK2,DB08673
CYP3A4,atazanavir
S1PR1,DB08868
,ASC-101
CASP6,METHYLERGONOVINE MALEATE
DDR1,US9156852
,SAR279356
CD19,DB09052
FGFR1,354702261
MTRR,methotrexate
CYP2E1,ANTIDEPRESSANTS
NFE2L2,DIELDRIN
AR,MOMETASONE FUROATE
OPRK1,NALMEFENE
CYP3A5,celecoxib
GPI,DB02076
TPMT,thioguanosine monophosphate
IL17A,ERYTHROMYCIN
APH1A,MK0752
CHRND,CHEMBL1200757
GABRA3,HALAZEPAM
LRRK2,Oxindole derivative 2
ADORA2A,DB00651
MAPT,STICTIC ACID
CYP2B6,Drugs For Treatment Of Tuberculosis
AURKB,SORAFENIB
GBA,RALOXIFENE HYDROCHLORIDE
BACE1,DB07735
GALR3,CHLORMIDAZOLE
FEN1,GNF-PF-254
NFE2L2,YANGONIN
ALK,CHEMBL2403108
TLR7,AZD-8848
PRKX,Y-27632
SYK,SP-600125
TNF,NORDIHYDROGUAIARETIC ACID
DPEP1,DEXAMETHASONE
PGR,Ixabepilone
ATR,AZD6738
CDK1,DB02116
CDH1,PROTEOLYTIC ENZYMES
ITGA4,DB00108
HTT,CHEMBL1118
KDM4A,N'
KCNJ1,PMID26004420-Compound-WO2013039802C
ERG,CHEMBL3545040
MAP3K1,carboplatin
F8,178103394
HTR2A,sumatriptan
APAF1,GNF-PF-2954
ATAD5,DIMETHYL 2-(2-NITROBENZYLIDENE)MALONATE
AKT3,XL418
IDH1,ASTEMIZOLE
HTR2A,DB05079
CDK2,DB07612
MAP4K4,SB-202190
PLAU,OESTRADIOL
FNTA,GGTI-2418
CDK13,CHEMBL445813
ADA,Elapegademase
MMP14,Epigallocatechin gallate
TLR4,Resatorvid
GABRA2,AZIETOMIDATE
ITGAL,ATG
VEGFA,BEVASIRANIB
CYP3A7,DB09061
ATAD5,N6-METHYLADENOSINE
AR,DB09389
FGFR4,223366206
BIRC5,MYCOPHENOLIC ACID
PTGER2,178102443
GUCY2C,Linaclotide
MET,385612220
PSMD4P1,CARFILZOMIB
FLT4,MK-2461
AIFM1,DB03147
RET,PD-0166285
SLC2A2,metformin
GALR1,178102742
NRAS,BAY1125976
SERPINC1,CHEMBL1201513
PRKCE,Meprobamate
PDE4B,340590240
PTGS2,Etoricoxib
BTK,Pyrrolo[2
PTGS1,NAPROXEN ETEMESIL
NFE2L2,NANAOMYCIN
LINC00251,cytarabine
CYP3A4,COUMAPHOS
PRKG1,GW843682X
CYBB,363894225
HDAC6,Citarinostat
CYP3A4,mifepristone
UQCRB,DB07401
FES,LINIFANIB
PIK3CA,Deguelin
KDM4E,ATHRAQUINONES A
SERPINE1,DB00197
,Patiromer calcium
MAP2K2,Pyridic ketone derivative 1
DRD2,DB12093
SRC,Trametinib
ADRB2,Indacaterol
CBR3,epirubicin
CPN1,252166875
KCNJ11,CHEMBL817
KCNH2,TCMDC-124573
GABRQ,CHEMBL451
ERBB2,T-DM1
SGK2,DOVITINIB
NR3C1,CHEMBL1512
MME,CART-10 cells
GLS,5
NCSTN,CHEMBL520733
SERPINA6,DB14548
KRAS,PX-866
TLR9,Cadi-05
CCND1,SELICICLIB
SMO,JQ1
SRC,CYC-116
,Amifostine
OPRK1,315661273
ALOX15B,CARBONYL CYANIDE P-TRIFLUOROMETHOXYPHENYL HYDRAZONE
GABRA5,CHEMBL2107801
MAPK14,ALPHA-ADRENERGIC AGONIST
ANXA5,DB03484
PSMB6,CHEMBL3545432
CA1,DB00880
NDUFA9,DB03147
DBH,disulfiram
VDR,MN-201
ESRRA,135649823
ADRB1,DB01363
PSMC5,CHEMBL451887
RARG,CHEMBL1265
F10,BETRIXABAN
GABRG3,CHEMBL2068724
HTR1B,135649920
FGFR2,ENMD-2076
THRB,IDARUBICIN
GMNN,TCMDC-124377
CHRM3,135650609
KDM4C,249565910
MAPT,TCMDC-125575
GRIA4,TEZAMPANEL
HDAC6,PCI-24781
GABRA1,DB00404
VAMP1,BOTULINUM TOXIN TYPE B
GABRE,CHEMBL1200733
F10,DB09332
IL13,DB05305
KDM4A,SUFENTANIL CITRATE
IDH1,PROPIONYLPROMAZINE HYDROCHLORIDE
GABRA2,CHEMBL448
HTR2B,Pyrimidine derivative 27
KCNA3,CHEMBL284348
CYP3A4,DEGUELIN
VEGFA,Antibodie derivative 4
UQCRFS1,DB08330
NOS1,DB02077
CCKBR,252166618
ADORA3,135650642
STK11,PEMBROLIZUMAB
,PMID29865878-Compound-60
TOP2B,Tirapazamine
JUN,ARSENIC TRIOXIDE
SLC44A1,178101222
APOBEC3G,NSC-95397
FGFR1,FP-1039
PPARD,GW501516
PDE2A,Imidazo[5
DNASE1L3,Cyclopropylamine derivative 12
BAZ2B,TANNIC ACID
SCN1A,DB01069
CLCN3,DESACETYLBUFOTALIN
NUCB1,252166718
HPGD,KETANSERIN TARTRATE
AR,PIPERONAL
TNF,INSULIN
TYMS,DB05457
EHMT2,DIHYDREXIDINE HYDROCHLORIDE
CD274,ATEZOLIZUMAB
HTR6,135651170
EPOR,Cibinetide
HTR2A,MESORIDAZINE
DRD4,CHEMBL831
,Oligonucleotide decoys (NFkappaB)
UCP1,ALPHA-METHYL-P-TYROSINE
CNR1,Sulfonylated piperazine derivative 5
SMAD3,SANGUINARINE SULFATE
ADRB2,TERBUTALINE SULFATE
DNMT1,DB05668
VDR,BENZIODARONE
CDKN2D,DEPSIPEPTIDE
EGFR,178101563
GABRP,CHEMBL526
USP1,ALOSETRON HYDROCHLORIDE
ESRRG,310264689
OPRD1,BUTORPHANOL
HRH1,DB00477
ADRA1B,TAMSULOSIN
MPL,ZSTK474
CYP2A7P1,methadone
HRH2,Famotidine
ESR1,DB09371
ACHE,PRALIDOXIME
,TV-1102
KCNA5,CHEMBL2107762
FAAH,Carbamate derivative 3
KDM4A,AMBUNOL
IFNL4,faldaprevir
TRAPPC3,DB03796
TUBB,4-(PHENYLCARBAMOYL)BENZYLNITRATE
TOP2B,DB04395
TUBB3,252827511
,Ofloxacin
EPM2A,chlorpromazine
CD19,PBCAR0191
NFE2L2,MERCAPTOPURINE
IL17A,ABT-122
IGF2,SU5402
GABRG1,CHEMBL526
GABRR1,ESTAZOLAM
GALR1,178100700
HSD3B2,TRILOSTANE
,Aryl piperazine derivative 14
DHFR,Trimethoprim
AR,ACLARUBICIN HYDROCHLORIDE
MAPK1,GR-127935
VAMP2,CHEMBL1201569
GSR,GOSERELIN ACETATE
AR,RUBITECAN
CACNA1C,IBUTILIDE
EGFR,DACOMITINIB
SENP8,ALOSETRON HYDROCHLORIDE
NCOA3,ETOPOSIDE
PDK1,Thiazole carboxamide derivative 21
,NS-7
ITK,318164804
GRIN1,178100905
HIF1A,TIRATRICOL
ALB,DB03255
ESR1,IODINE
CHRNA2,DB01338
BCHE,Oxime derivative 1
NPC1,CID 1225609
MAOB,DB01132
ABCG2,rucaparib
SLC6A9,PMID29338548-Compound-19
MTOR,CHEMBL3545426
ADRA2B,METHAMPHETAMINE
ALOX15,Tri-substituted benzene derivative 1
ALDH1A1,PHYSOSTIGMINE
HPGD,ZAPRINAST
BRAF,SBI-755199
SLC6A4,haloperidol
GLIPR2,DB03661
HSD11B1,DB03814
SSTR2,178102273
FEN1,NSC-645827
KAT2A,TRETINOIN
CYP3A4,HYDROXYUREA
CHRNA1,336446923
CDK2,DINACICLIB
BAZ2A,249565913
MAPK9,PAZOPANIB
CYP3A4,NISOLDIPINE
P2RX7,allosteric modulator
OPRL1,135650447
MB,DB02671
GRIN2B,178100990
,PMID27109571-Compound-39
GFER,GNF-PF-4864
ATXN2,METHIOTHEPIN MESYLATE
MAPT,NSC-98938
GRM1,178102973
PRKAG1,metformin
TOP1,AESCULIOSIDE IIIF
HRH4,CLOZAPINE
PGR,Progesterone
GAA,NSC-107022
ATXN2,CLOROTEPINE
HLA-DRB1,Antiinflammatory agents
ESR1,DB00603
BACE1,KURARINONE
AR,FUDOSTEINE
CYP2D6,FINASTERIDE
,Tiotropium
CDK4,CHEMBL3707266
SCN5A,TOCAINIDE
EGFR,ICOTINIB
GABRA1,DB13837
HIF1A,MANASSANTIN B
CHRM1,GLYCOPYRRONIUM
PRKAA1,TCMDC-124245
TDO2,315661104
MLNR,135652045
PLK1,NSC-71033
TUBB2B,CHEMBL428647
SLC6A4,peginterferon alfa-2b
IFNA1,IMIQUIMOD
POLK,CADMIUM ACETATE
CDK5R1,GW8510
GABRQ,CHEMBL1201065
CYP1A2,CYCLOPHOSPHAMIDE
PARP1,249565774
ELANE,Tetra-hydro-triazolopyrimidine derivative 2
ADRA2A,DB06711
NR3C1,RIMEXOLONE
ADRA2B,DB06148
HDAC2,ENTINOSTAT
POLH,GNF-PF-2272
JAK1,Tricyclic compound 3
LCAT,TESTOSTERONE PROPIONATE
GSTP1,CISPLATIN
F2,DB03136
PLA2G2E,DB04743
PTGDR2,310264774
HDAC1,178103584
SCN10A,CHEMBL1200341
ATXN2,DNDI1417548
DRD1,DB00334
KIT,CHEMBL1421
GLP1R,DB09045
GRIK3,178100898
CA6,DB08846
GPR35,354702214
RXRG,DB00412
TYMS,NB-1011
ABCG2,TACROLIMUS
EZH2,A-395
SLC22A1,tropisetron
STX4,warfarin
NFE2L2,BITERTANOL
PDGFRB,XL820
SRC,DB08901
CYP1A2,AMPHOTERICIN B
SLC38A4,178101353
PNP,252166484
PTGS2,SALSALATE
HRH4,135651192
IFNAR2,CHEMBL1201562
EGFR,310264739
SCN9A,BIIB074
GRM5,Diazepinone derivative 2
EIF4E,HYDROXYUREA
NR1I2,terbinafine
CCKBR,Ceruletide
CYP2D6,4-CHLOROMERCURIBENZOIC ACID
ESR1,DB15690
TUBB4B,CHEMBL2110725
MAPK10,DOVITINIB
PIK3CG,381118861
ADRA1A,DB00590
,Rufinamide
SLC12A1,DB00761
MPL,PROMACTA
GABRQ,CHEMBL1200903
BMPR2,385612192
ABL1,PMID25656651-Compound-33a
CATSPER4,135650814
MAP2,DB01229
DDIT3,IL-1
SCN4A,CHEMBL744
MAP2K6,MEK162
CD19,PCAR-019 (anti-CD19 CAR-T cells)
CYP2C9,(-)-USNIC ACID
MLNR,DB06587
NDUFAF2,CHEMBL3545135
MAPT,GETIACAULEIN
KDM4E,AG-490
GABRA3,178101076
GOT2,DB00128
CCR3,135651681
F10,THROMBIN
DRD2,CHEMBL218166
APCS,DB09130
PTGS2,NABUMETONE
GCGR,178100480
GFAP,FREUND&APOS;S ADJUVANT
NPSR1,QUINACRINE DIHYDROCHLORIDE
CDK2,DB08463
,Fospropofol disodium
GABRB1,FLURAZEPAM
CYP2C9,BERGAMOTTIN
AR,NSC-747264
FLT4,MOTESANIB
PGK1,lamivudine
GABRA3,CHEMBL285674
CYP1A2,CORTICOSTEROIDS
SRC,178101606
,BMS214662
HPGD,SUPROFEN METHYL ESTER
ADORA2B,135649961
CLCN2,135652747
MAOB,CHEMBL1200904
HPGD,1
NPR1,178101590
EHMT2,ICRF-193
SSTR2,178102268
FNTB,DB07780
ERBB2,Letrozole
NFE2L2,THIOGUANINE
NTRK1,PMID28270010-Compound-Figure24-a
ATAD5,FLUNARIZINE
CYP3A4,E7389
,Halothane
VIM,IL-2
CDK2,IL-6
CASP1,VX-765
GRIA2,DB00306
VIPR1,135651997
CYP1A2,NSC-600067
ORAI1,375973230
VDR,5-NITROQUINOLINE
CYP2C19,DNDI1417234
ABCB1,sevoflurane
ACHE,DB02404
CLK2,CENISERTIB
HTR1A,fluvoxamine
IKBKE,249565876
PGR,DYDROGESTERONE
CYP3A4,HOMIDIUM BROMIDE
HCRTR2,Suvorexant
CYP2D6,BETA-BLOCKER
PLAU,DB06855
GJD4,135650269
CDK2,ALVOCIDIB
ALDH1A1,GARDENIN B
PDE10A,340590247
GABRG2,CHEMBL12
PRKD3,SB-220025
CYP2D6,DIPHENYLENEIODONIUM
BRCA2,E7449
LTA4H,4-(4-ETHOXYPHENOXY)PHENOL
PDGFB,E-10030
CYP2C19,SJ000191886
KCNN1,135652595
,PMID29865878-Compound-63
CHRNG,CHEMBL1200722
PDK1,DICHLOROACETIC ACID
MAPK1,TCMDC-124544
SSTR2,178102277
HCK,DOVITINIB
EGFR,CHEMBL2105719
ATAD5,4-PHENYLAMINO-[1
PRKCE,KAI-1678
PLAU,DB05254
,PMID26651364-Compound-113
TUBA1C,DB01873
GABRG1,CHEMBL454
BMP7,prednisone
DRD2,DB04857
CHRNA2,DB00732
CHRNA10,NICOTINE
TYMS,PHENTOLAMINE
AGXT2,DB00160
FDPS,ALENDRONATE
CYP2C19,CLOZAPINE
SERPINF2,DB08888
NRG1,IL-3
CHRNA4,METHYLPHENOBARBITAL
SCN7A,CHEMBL1201729
KDR,motesanib
VDR,CHEMBL2105107
CD274,AVELUMAB
CACNA1C,DB09227
TOP1,(20S
ADORA3,135651453
HSP90AA1,HALOFANTRINE HYDROCHLORIDE
CD28,Lulizumab pegol
GUCY1A3,CHEMBL1311
,Napabucasin
DNMT1,CEPHALOTHIN
PDE3A,Cilostazol
SCN9A,135652715
MAPK1,DEMETHYLWEDELOLACTONE
UGT1A1,indinavir
GSTA5,DB00143
ATP4A,LANSOPRAZOLE
JAK2,INCB18424
PRKACA,DB04098
PTGER4,135651541
JAK2,Alkynyl-substituted pyrimidinyl-pyrrole derivative 1
RPS6KA3,FASUDIL
CYP2E1,RITONAVIR
,CR8020 mab
IVL,PERILLYL ALCOHOL
TP53,CID 5310801
HCRTR1,318164824
KCNH1,CHEMBL1200728
KDM4A,PROCHLORPERAZINE EDISYLATE
RARG,CHEMBL464
GRIA4,178100904
FAAH,N-alkyl-4-oxazolecar boxamide derivative 1
ABCG2,XR-9577
PGR,135650214
,CD20Bi aATC
ITGA2,CHEMBL1743086
FASN,DNQX
OPRL1,252827526
ATAD5,COLCHICINE
TP53,Pimasertib
INS,Adjustable basal insulin
ALK,AP26113
ITGB2,COLCHICINE
PRKD3,PALBOCICLIB
CTNNB1,CEQ-508
RPS6KB1,ILORASERTIB
FEN1,NORDIHYDROGUAIARETIC ACID
SI,ACARBOSE
CYP1A2,LUTEIN
BTK,ARQ 531
HEBP1,PMID28454500-Compound-57
MYD88,N/A
BAZ2B,SJ000027778
LCAT,TESTOSTERONE
BRD4,Pyrrolo-pyrrolone derivative 4
ADORA1,DB01412
TYMS,sulfasalazine
SSTR5,DB04894
CD22,CD22 CAR-T
SSTR3,CHEMBL2103975
PRKCQ,BRYOSTATIN-1
CYP2C9,5-(4-PHENYLBUTOXY)PSORALEN
IL2,RTGF-BETA
DRD2,135650809
MAPT,SU-4312
BDKRB2,135651731
ECHS1,DB09568
GMNN,CLIOXANIDE
PAH,SAPROPTERIN
ABCC1,RIMONABANT
CSNK1G1,PHA-767491
CYP2D6,hmg coa reductase inhibitors
NR1I2,sulfisoxazole
ABCB1,IMATINIB
TOP2B,DB00773
DHRS4L1,DB07689
MAN2A1,DB02742
POLH,KAEMPFEROL
PSMB5,252166817
CSF2RB,DB05943
AQP5,178101032
GFAP,FADROZOLE
CYP2D6,LEVOPROPOXYPHENE NAPSYLATE ANHYDROUS
,DCC-2618
ERBB2,CUDC-101
KRAS,TAE226
HCRTR1,135651005
C4BPB,DB14533
,TACROLIMUS
PIK3CG,249565648
HTR2B,135650580
F10,DB08745
MAP2K1,BAY869766
KDM4A,ALVERINE CITRATE
HPGD,CAPTAN
TRPM3,135652735
ALB,Bismuth
CYCS,DB01017
,IPH-2101
PTPN1,DB03714
ADM,INSULIN
MET,Alvespimycin
SLC6A4,135651359
XPNPEP1,252827461
NPSR1,DNDI1417413
CYP3A4,EDARAVONE
TYR,PMID26815044-Compound-122
P2RX3,CHEMBL3545041
CYP2D6,nicotine
RPS6KA5,GW843682X
TP53,TRIFLOXYSTROBIN
OPRK1,135650730
,Peretinoin
FLT4,sorafenib
PDXK,DB00147
RGS4,SALAGEN
PML,Volasertib
HDAC5,BELINOSTAT
PDCD1,AMP-224
GABRA6,CHEMBL2068724
TUBA3E,NOCODAZOLE
TOP1,Karenitecin
ABCG1,leucovorin
DNMT3A,PMID27376512-Compound-Figure3CG
GABRG3,CLOBAZAM
BLK,AZD-1152-HQPA
FEN1,EUPAFOLIN
CYP2C19,RS-17053
DLG4,Tat-NR2B9c
BCR,Omacetaxine
,NOCICEPTIN
DLL4,CHEMBL2109384
HEBP1,Vinyl sulfone derivative 1
LYZ,DB06912
,Rifalazil
KDM5A,BDBM50158791
JAK3,Ruxolitinib derivative 2
GLP1R,MEPAZINE ACETATE
OPRM1,135650680
TUBB2B,CHEMBL2105643
SLC7A11,DB00795
SLC18A2,CHEMBL1200992
CYP2C19,TCMDC-124059
MAP2K1,PD0325901
IDH1,FLUPHENAZINE HYDROCHLORIDE
THPO,DILAZEP
TUBA4A,PODOFILOX
CYP3A4,PROADIFEN HYDROCHLORIDE
MGLL,Carbamate derivative 13
MAP2K7,MEK162
PARP1,7-azaindole derivative 8
MT2A,PARACETAMOL
HDAC1,GIVINOSTAT
NOS1,DB02143
PTPRC,Iomab-B
DRD2,DB09286
GMNN,GNF-PF-3257
MAPT,PARAROSANILINE
CTSA,223366205
TRPV1,PMID25666693-Compound-136
CLU,DB14548
ADRA1D,135651431
CCR5,PRO-140
FGF22,NSC-135810
RIPK2,SB-202190
UGT1A1,axitinib
CD80,178103474
HTR2A,135650239
GRIN1,DB01043
PIM3,US8669361
CD22,Anti-CD22
CACNA1E,178101132
OXTR,135652252
CDK5,178102547
HRH1,CHEMBL2103739
NTRK1,CHEMBL3545332
GATA3,doxorubicin
SULT1A1,tapentadol
F2,DB07165
USP1,MELITRACEN
ARSA,GNF-PF-5510
AR,DEVAZEPIDE
TPO,178103262
EGFR,Sunitinib
KDM4A,PROTOCATECHUALDEHYDE
HRH1,CHEMBL1200590
CHRNA2,MIVACURIUM
LYN,SP-600125
GABRE,178101137
PTGIR,135650814
SLC22A8,substrate
HTR2B,135650734
ESR1,TAMOXIFEN
GBA,L-755507
,BBI-608
GLP1R,CORONOPILIN
GHR,SOMATROPIN RECOMBINANT
KIT,CHEMBL576982
DPP4,MELOGLIPTIN
SUCNR1,381744975
PCAP,DB08898
KIT,AST-487
IL2RB,CHEMBL1201605
ADORA3,178102251
TP53,RG7112
ADORA1,SLV320
DRD4,CHEMBL1201741
COL4A5,CHEMBL2108709
TRPC6,178101049
BAZ2B,252166772
GABRB1,CHEMBL1200903
SNCA,CONGO RED
PPARG,DB03600
PIK3CA,GEFITINIB
ERBB2,Varlitinib
GNRHR,135652570
FGFR2,PHA-665752
PIK3CA,ERLOTINIB
HSD17B10,SILVER SULFADIAZINE
TSPO,Tricyclic indole compound 2
CDK1,178102571
SLC16A1,DB00119
ADRB2,NOREPINEPHRINE
MET,CCT018159
HDAC1,valproic acid
TUBA1B,CHEMBL2108628
CYP2D6,NCI-10777
IDH1,PROROXAN HYDROCHLORIDE
CDK16,CHEMBL488436
KIT,Regorafenib
RXRA,ALITRETIONINE
TXN,PX-12
PTPN1,384403653
,Zabofloxacin
INSRR,DB12010
MAPT,CYSTEINE METHYL-ESTER HCL
TOP1,AESCULIOSIDE IIB
DHPS,DB03639
HTR1A,DB00669
CTLA4,252166672
HTR2B,135650312
UGT1A9,methotrexate
GNAS,DB06843
MAPT,ISOVELLERAL
IDO1,
PSMD2,OPROZOMIB
CHRNA3,DB05710
THRB,3196
MAP2K2,PIMASERTIB
ABCB4,imatinib
TYMSOS,asparaginase
JAK2,RG-1530
EXTL2,DB03397
DRD2,SULPIRIDE
ADRA2A,Clonidine topical gel
PRKACA,DB08149
IDH1,ANISOCOUMARIN H
MAPK14,PMID25991433-Compound-L2
CYP2C19,HYDRALAZINE
SLC6A4,DB00472
SRC,ALSTERPAULLONE
POLB,CYTARABINE
GRIN2B,178101050
ERBB2,CHEMBL598797
TG,TC-99M MIBI
EDNRB,135651744
VKORC1,178103445
NPY2R,135652342
ALOX15B,NSC-48300
CBX1,PERPHENAZINE
ABCB1,MEGESTROL ACETATE
DRD4,Clozapine
ADRA2B,brimonidine
CSNK1D,249565834
CD86,DB06681
HBB,Voxelotor
MAP2K1,DOVITINIB
,Grepafloxacin
PSMD8,CHEMBL2103884
DRD4,178100334
NRAS,vemurafenib
JAK2,Aromatic bicyclic compound 6
CPN2,DB12271
CYP1A2,simeprevir
COL5A2,CHEMBL2108709
MPHOSPH8,DAPH
CHRM1,DB00458
NR1H4,DOXORUBICIN HYDROCHLORIDE
NTRK1,ENTRECTINIB
HDAC3,BELINOSTAT
EGLN3,252166666
ERBB4,178101726
TRPV2,135649936
PBRM1,IPILIMUMAB
SMAD3,2-METHOXY-1
CXCR4,252166733
SCN8A,CHEMBL698
PDE4B,TOFIMILAST
CYP1A2,METHOTREXATE
IDH1,TCMDC-123920
SMAD3,CALMIDAZOLIUM CHLORIDE
HSP90AA1,DB05134
PLAUR,DB05476
TNFRSF13B,178101762
ADRB3,DB00960
KRAS,Nilotinib
HRH3,Steroidal carboxamide derivative 1
NPR1,178101557
