Drug_name,Pathway_name,smpdb-id,category
Formaldehyde,Codeine Action Pathway,SMP0000405,drug_action
Formaldehyde,Etoposide Action Pathway,SMP0000442,drug_action
Formaldehyde,Tamoxifen Action Pathway,SMP0000471,drug_action
Formaldehyde,Dimethylglycine Dehydrogenase Deficiency,SMP0000484,disease
Prostaglandin G2,Piroxicam Action Pathway,SMP0000077,drug_action
Prostaglandin G2,Rofecoxib Action Pathway,SMP0000087,drug_action
Prostaglandin G2,Diclofenac Action Pathway,SMP0000093,drug_action
Prostaglandin G2,Sulindac Action Pathway,SMP0000094,drug_action
Prostaglandin G2,Nabumetone Action Pathway,SMP0000114,drug_action
Prostaglandin G2,Valdecoxib Action Pathway,SMP0000116,drug_action
Prostaglandin G2,Antipyrine Action Pathway,SMP0000692,drug_action
Prostaglandin G2,Flurbiprofen Action Pathway,SMP0000697,drug_action
Prostaglandin G2,Nepafenac Action Pathway,SMP0000702,drug_action
Prostaglandin G2,Arachidonic Acid Metabolism,SMP0000075,metabolic
Prostaglandin G2,Acetylsalicylic Acid Action Pathway,SMP0000083,drug_action
Prostaglandin G2,Ketorolac Action Pathway,SMP0000098,drug_action
Prostaglandin G2,Bromfenac Action Pathway,SMP0000102,drug_action
Prostaglandin G2,Meloxicam Action Pathway,SMP0000106,drug_action
Prostaglandin G2,Mefenamic Acid Action Pathway,SMP0000109,drug_action
Prostaglandin G2,Oxaprozin Action Pathway,SMP0000113,drug_action
Prostaglandin G2,Naproxen Action Pathway,SMP0000120,drug_action
Prostaglandin G2,Carprofen Action Pathway,SMP0000694,drug_action
Prostaglandin G2,Etoricoxib Action Pathway,SMP0000695,drug_action
Prostaglandin G2,Lumiracoxib Action Pathway,SMP0000699,drug_action
Prostaglandin G2,Phenylbutazone Action Pathway,SMP0000701,drug_action
Prostaglandin G2,Salsalate Action Pathway,SMP0000707,drug_action
Prostaglandin G2,Salicylate-Sodium Action Pathway,SMP0000708,drug_action
Prostaglandin G2,Acetaminophen  Action Pathway,SMP0000710,drug_action
Prostaglandin G2,Etodolac Action Pathway,SMP0000084,drug_action
Prostaglandin G2,Ketoprofen Action Pathway,SMP0000085,drug_action
Prostaglandin G2,Ibuprofen Action Pathway,SMP0000086,drug_action
Prostaglandin G2,Celecoxib Action Pathway,SMP0000096,drug_action
Prostaglandin G2,Suprofen Action Pathway,SMP0000101,drug_action
Prostaglandin G2,Indomethacin Action Pathway,SMP0000104,drug_action
Phenylpyruvic acid,Tyrosinemia Type 3 (TYRO3),SMP0000370,disease
Phenylpyruvic acid,Phenylketonuria,SMP0000206,disease
Phenylpyruvic acid,Phenylalanine and Tyrosine Metabolism,SMP0000008,metabolic
Phenylpyruvic acid,Tyrosinemia Type 2 (or Richner-Hanhart Syndrome),SMP0000369,disease
Triphosphoric acid,DOPA-Responsive Dystonia,SMP0000486,disease
Triphosphoric acid,Hyperphenylalaniemia Due to Guanosine Triphosphate Cyclohydrolase Deficiency,SMP0000487,disease
Triphosphoric acid,Hyperphenylalaninemia Due to 6-Pyruvoyltetrahydropterin Synthase Deficiency (ptps),SMP0000488,disease
Triphosphoric acid,Pterine Biosynthesis,SMP0000005,metabolic
Triphosphoric acid,Hyperphenylalaninemia Due to DHPR-Deficiency,SMP0000489,disease
Triphosphoric acid,Segawa Syndrome,SMP0000490,disease
Triphosphoric acid,Sepiapterin Reductase Deficiency,SMP0000491,disease
Urea,Methyclothiazide Action Pathway,SMP0000081,drug_action
Urea,Hydrochlorothiazide Action Pathway,SMP0000100,drug_action
Urea,Metolazone Action Pathway,SMP0000105,drug_action
Urea,Furosemide Action Pathway,SMP0000115,drug_action
Urea,Torsemide Action Pathway,SMP0000118,drug_action
Urea,Triamterene Action Pathway,SMP0000132,drug_action
Urea,Hartnup Disorder,SMP0000189,disease
Urea,Lysinuric Protein Intolerance,SMP0000197,disease
Urea,Glucose Transporter Defect (SGLT2),SMP0000245,disease
Urea,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),SMP0000362,disease
Urea,Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency,SMP0000504,disease
Urea,Hyperornithinemia with Gyrate Atrophy (HOGA),SMP0000505,disease
Urea,Blue Diaper Syndrome,SMP0000583,disease
Urea,Cystinuria,SMP0000723,disease
Urea,Carbamoyl Phosphate Synthetase Deficiency,SMP0000002,disease
Urea,Argininosuccinic Aciduria,SMP0000003,disease
Urea,Arginine and Proline Metabolism,SMP0000020,metabolic
Urea,D-Arginine and D-Ornithine Metabolism,SMP0000036,metabolic
Urea,Polythiazide Action Pathway,SMP0000080,drug_action
Urea,Bumetanide Action Pathway,SMP0000088,drug_action
Urea,Quinethazone Action Pathway,SMP0000091,drug_action
Urea,Indapamide Action Pathway,SMP0000110,drug_action
Urea,Trichlormethiazide Action Pathway,SMP0000121,drug_action
Urea,Spironolactone Action Pathway,SMP0000134,drug_action
Urea,Eplerenone Action Pathway,SMP0000135,drug_action
Urea,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),SMP0000188,disease
Urea,Hyperprolinemia Type II,SMP0000360,disease
Urea,Hyperprolinemia Type I,SMP0000361,disease
Urea,L-Arginine:Glycine Amidinotransferase Deficiency,SMP0000507,disease
Urea,Citrullinemia Type I,SMP0000001,disease
2-Amino-3-Ketobutyric Acid,Glycine and Serine Metabolism,SMP0000004,metabolic
2-Amino-3-Ketobutyric Acid,Non-Ketotic Hyperglycinemia,SMP0000223,disease
2-Amino-3-Ketobutyric Acid,Sarcosinemia,SMP0000244,disease
2-Amino-3-Ketobutyric Acid,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),SMP0000179,disease
2-Amino-3-Ketobutyric Acid,Dimethylglycine Dehydrogenase Deficiency,SMP0000242,disease
2-Amino-3-Ketobutyric Acid,Dimethylglycine Dehydrogenase Deficiency,SMP0000484,disease
2-Amino-3-Ketobutyric Acid,Hyperglycinemia, Non-Ketotic,SMP0000485,disease
2-Amino-3-Ketobutyric Acid,3-Phosphoglycerate Dehydrogenase Deficiency,SMP0000721,disease
D-Serine,Glycine and Serine Metabolism,SMP0000004,metabolic
D-Serine,Clarithromycin Action Pathway,SMP0000248,drug_action
D-Serine,Roxithromycin Action Pathway,SMP0000251,drug_action
D-Serine,Gentamicin Action Pathway,SMP0000254,drug_action
D-Serine,Oxytetracycline Action Pathway,SMP0000293,drug_action
D-Serine,Tetracycline Action Pathway,SMP0000294,drug_action
D-Serine,Arbekacin Action Pathway,SMP0000713,drug_action
D-Serine,Troleandomycin Action Pathway,SMP0000730,drug_action
D-Serine,Josamycin Action Pathway,SMP0000731,drug_action
D-Serine,Non-Ketotic Hyperglycinemia,SMP0000223,disease
D-Serine,Sarcosinemia,SMP0000244,disease
D-Serine,Telithromycin Action Pathway,SMP0000252,drug_action
D-Serine,Amikacin Action Pathway,SMP0000253,drug_action
D-Serine,Spectinomycin Action Pathway,SMP0000258,drug_action
D-Serine,Demeclocycline Action Pathway,SMP0000290,drug_action
D-Serine,Doxycycline Action Pathway,SMP0000291,drug_action
D-Serine,Minocycline Action Pathway,SMP0000292,drug_action
D-Serine,Lymecycline Action Pathway,SMP0000295,drug_action
D-Serine,Tigecycline Action Pathway,SMP0000712,drug_action
D-Serine,Paromomycin Action Pathway,SMP0000714,drug_action
D-Serine,Methacycline Action Pathway,SMP0000727,drug_action
D-Serine,Lincomycin Action Pathway,SMP0000728,drug_action
D-Serine,Chloramphenicol Action Pathway,SMP0000729,drug_action
D-Serine,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),SMP0000179,disease
D-Serine,Dimethylglycine Dehydrogenase Deficiency,SMP0000242,disease
D-Serine,Azithromycin Action Pathway,SMP0000247,drug_action
D-Serine,Clindamycin Action Pathway,SMP0000249,drug_action
D-Serine,Erythromycin Action Pathway,SMP0000250,drug_action
D-Serine,Kanamycin Action Pathway,SMP0000255,drug_action
D-Serine,Neomycin Action Pathway,SMP0000256,drug_action
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Globoid Cell Leukodystrophy,SMP0000348,disease
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:0/14:0),SMP0014216,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:0/15:0),SMP0014218,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:0/16:1(9Z)),SMP0014220,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:0/18:2(9Z,12Z)),SMP0014224,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:0/20:0),SMP0014228,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:0/20:1(11Z)),SMP0014229,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:0/20:2(11Z,14Z)),SMP0014230,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:0/20:4(5Z,8Z,11Z,14Z)),SMP0014233,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:0/20:5(5Z,8Z,11Z,14Z,17Z)),SMP0014235,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z)),SMP0014240,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)),SMP0014242,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/14:0),SMP0014245,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:0),SMP0014248,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:1(9Z)),SMP0014249,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:3(9Z,12Z,15Z)),SMP0014255,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:2(13Z,16Z)),SMP0014267,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/24:0),SMP0014272,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(15:0/14:0),SMP0014274,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(15:0/16:0),SMP0014277,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(15:0/16:1(9Z)),SMP0014278,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(15:0/18:0),SMP0014279,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(15:0/20:1(11Z)),SMP0014287,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(15:0/20:3(8Z,11Z,14Z)),SMP0014290,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(15:0/20:4(5Z,8Z,11Z,14Z)),SMP0014291,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(15:0/22:0),SMP0014294,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)),SMP0014300,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(16:0/14:0),SMP0014303,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(16:0/14:1(9Z)),SMP0014304,metabolic
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium,Phosphatidylcholine Biosynthesis PC(16:0/16:0),SMP0014306,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:0/14:0),SMP0014216,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:0/15:0),SMP0014218,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:0/16:1(9Z)),SMP0014220,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:0/18:2(9Z,12Z)),SMP0014224,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:0/20:0),SMP0014228,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:0/20:1(11Z)),SMP0014229,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:0/20:2(11Z,14Z)),SMP0014230,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:0/20:4(5Z,8Z,11Z,14Z)),SMP0014233,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:0/20:5(5Z,8Z,11Z,14Z,17Z)),SMP0014235,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z)),SMP0014240,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)),SMP0014242,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/14:0),SMP0014245,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:0),SMP0014248,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:1(9Z)),SMP0014249,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:3(9Z,12Z,15Z)),SMP0014255,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:2(13Z,16Z)),SMP0014267,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/24:0),SMP0014272,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(15:0/14:0),SMP0014274,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(15:0/16:0),SMP0014277,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(15:0/16:1(9Z)),SMP0014278,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(15:0/18:0),SMP0014279,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(15:0/20:1(11Z)),SMP0014287,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(15:0/20:3(8Z,11Z,14Z)),SMP0014290,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(15:0/20:4(5Z,8Z,11Z,14Z)),SMP0014291,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(15:0/22:0),SMP0014294,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)),SMP0014300,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(16:0/14:0),SMP0014303,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(16:0/14:1(9Z)),SMP0014304,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(16:0/16:0),SMP0014306,metabolic
Ethanolamine,Phosphatidylcholine Biosynthesis PC(16:0/18:1(9Z)),SMP0014310,metabolic
Ribulose-5-Phosphate,Glucose-6-phosphate Dehydrogenase Deficiency,SMP0000518,disease
Ribulose-5-Phosphate,Pentose Phosphate Pathway,SMP0000031,metabolic
Ribulose-5-Phosphate,Ribose-5-phosphate Isomerase Deficiency,SMP0000519,disease
Ribulose-5-Phosphate,Transaldolase Deficiency,SMP0000520,disease
Ribulose-5-Phosphate,Warburg Effect,SMP0000654,metabolic
alpha-Ketoisovalerate,3-Hydroxy-3-methylglutaryl-CoA Lyase Deficiency,SMP0000138,disease
alpha-Ketoisovalerate,Methylmalonic Aciduria,SMP0000200,disease
alpha-Ketoisovalerate,Isobutyryl-CoA Dehydrogenase Deficiency,SMP0000523,disease
alpha-Ketoisovalerate,2-Methyl-3-hydroxybutryl-CoA Dehydrogenase Deficiency,SMP0000137,disease
alpha-Ketoisovalerate,3-Methylglutaconic Aciduria Type I,SMP0000139,disease
alpha-Ketoisovalerate,beta-Ketothiolase Deficiency,SMP0000173,disease
alpha-Ketoisovalerate,Isovaleric Acidemia,SMP0000524,disease
alpha-Ketoisovalerate,Valine, Leucine, and Isoleucine Degradation,SMP0000032,metabolic
alpha-Ketoisovalerate,3-Methylglutaconic Aciduria Type III,SMP0000140,disease
alpha-Ketoisovalerate,3-Methylglutaconic Aciduria Type IV,SMP0000141,disease
alpha-Ketoisovalerate,Maple Syrup Urine Disease,SMP0000199,disease
alpha-Ketoisovalerate,Propionic Acidemia,SMP0000236,disease
alpha-Ketoisovalerate,3-Methylcrotonyl-CoA Carboxylase Deficiency Type I,SMP0000237,disease
alpha-Ketoisovalerate,Isovaleric Aciduria,SMP0000238,disease
alpha-Ketoisovalerate,Methylmalonate Semialdehyde Dehydrogenase Deficiency,SMP0000384,disease
alpha-Ketoisovalerate,3-Hydroxyisobutyric Acid Dehydrogenase Deficiency,SMP0000521,disease
alpha-Ketoisovalerate,3-Hydroxyisobutyric Aciduria,SMP0000522,disease
Hypoxanthine,Adenylosuccinate Lyase Deficiency,SMP0000167,disease
Hypoxanthine,Xanthine Dehydrogenase Deficiency (Xanthinuria),SMP0000220,disease
Hypoxanthine,Xanthinuria Type I,SMP0000512,disease
Hypoxanthine,Mitochondrial DNA Depletion Syndrome,SMP0000536,disease
Hypoxanthine,Myoadenylate Deaminase Deficiency,SMP0000537,disease
Hypoxanthine,Purine Metabolism,SMP0000050,metabolic
Hypoxanthine,Purine Nucleoside Phosphorylase Deficiency,SMP0000210,disease
Hypoxanthine,Lesch-Nyhan Syndrome (LNS),SMP0000364,disease
Hypoxanthine,Gout or Kelley-Seegmiller Syndrome,SMP0000365,disease
Hypoxanthine,Mercaptopurine Action Pathway,SMP0000428,drug_action
Hypoxanthine,Adenine Phosphoribosyltransferase Deficiency (APRT),SMP0000535,disease
Hypoxanthine,Adenosine Deaminase Deficiency,SMP0000144,disease
Hypoxanthine,AICA-Ribosiduria,SMP0000168,disease
Hypoxanthine,Molybdenum Cofactor Deficiency,SMP0000203,disease
Hypoxanthine,Azathioprine Action Pathway,SMP0000427,drug_action
Hypoxanthine,Thioguanine Action Pathway,SMP0000430,drug_action
Hypoxanthine,Xanthinuria Type II,SMP0000513,disease
1-Methylhistidine,Histidine Metabolism,SMP0000044,metabolic
1-Methylhistidine,Histidinemia,SMP0000191,disease
Pyrophosphoric acid,Carbamoyl Phosphate Synthetase Deficiency,SMP0000002,disease
Pyrophosphoric acid,Argininosuccinic Aciduria,SMP0000003,disease
Pyrophosphoric acid,Glycine and Serine Metabolism,SMP0000004,metabolic
Pyrophosphoric acid,Ammonia Recycling,SMP0000009,metabolic
Pyrophosphoric acid,Inositol Metabolism,SMP0000011,metabolic
Pyrophosphoric acid,Propanoate Metabolism,SMP0000016,metabolic
Pyrophosphoric acid,Arginine and Proline Metabolism,SMP0000020,metabolic
Pyrophosphoric acid,Selenoamino Acid Metabolism,SMP0000029,metabolic
Pyrophosphoric acid,Galactose Metabolism,SMP0000043,metabolic
Pyrophosphoric acid,Histidine Metabolism,SMP0000044,metabolic
Pyrophosphoric acid,Pyrimidine Metabolism,SMP0000046,metabolic
Pyrophosphoric acid,Purine Metabolism,SMP0000050,metabolic
Pyrophosphoric acid,Fatty Acid Metabolism,SMP0000051,metabolic
Pyrophosphoric acid,Starch and Sucrose Metabolism,SMP0000058,metabolic
Pyrophosphoric acid,Pyruvate Metabolism,SMP0000060,metabolic
Pyrophosphoric acid,Glutamate Metabolism,SMP0000072,metabolic
Pyrophosphoric acid,Butyrate Metabolism,SMP0000073,metabolic
Pyrophosphoric acid,Simvastatin Action Pathway,SMP0000082,drug_action
Pyrophosphoric acid,Pravastatin Action Pathway,SMP0000089,drug_action
Pyrophosphoric acid,Rosuvastatin Action Pathway,SMP0000092,drug_action
Pyrophosphoric acid,Zoledronate Action Pathway,SMP0000107,drug_action
Pyrophosphoric acid,Pamidronate Action Pathway,SMP0000117,drug_action
Pyrophosphoric acid,Fluvastatin Action Pathway,SMP0000119,drug_action
Pyrophosphoric acid,Betaine Metabolism,SMP0000123,metabolic
Pyrophosphoric acid,Biotinidase Deficiency,SMP0000174,disease
Pyrophosphoric acid,Cystathionine beta-Synthase Deficiency,SMP0000177,disease
Pyrophosphoric acid,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),SMP0000188,disease
Pyrophosphoric acid,Histidinemia,SMP0000191,disease
Pyrophosphoric acid,Leigh Syndrome,SMP0000196,disease
Pyrophosphoric acid,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP0000202,disease
Methylmalonic Acid,3-Hydroxy-3-methylglutaryl-CoA Lyase Deficiency,SMP0000138,disease
Methylmalonic Acid,Malonic Aciduria,SMP0000198,disease
Methylmalonic Acid,Methylmalonic Aciduria,SMP0000200,disease
Methylmalonic Acid,Isobutyryl-CoA Dehydrogenase Deficiency,SMP0000523,disease
Methylmalonic Acid,Propanoate Metabolism,SMP0000016,metabolic
Methylmalonic Acid,2-Methyl-3-hydroxybutryl-CoA Dehydrogenase Deficiency,SMP0000137,disease
Methylmalonic Acid,3-Methylglutaconic Aciduria Type I,SMP0000139,disease
Methylmalonic Acid,beta-Ketothiolase Deficiency,SMP0000173,disease
Methylmalonic Acid,Isovaleric Acidemia,SMP0000524,disease
Methylmalonic Acid,Valine, Leucine, and Isoleucine Degradation,SMP0000032,metabolic
Methylmalonic Acid,3-Methylglutaconic Aciduria Type III,SMP0000140,disease
Methylmalonic Acid,3-Methylglutaconic Aciduria Type IV,SMP0000141,disease
Methylmalonic Acid,Maple Syrup Urine Disease,SMP0000199,disease
Methylmalonic Acid,Methylmalonic Aciduria Due to Cobalamin-Related Disorders,SMP0000201,disease
Methylmalonic Acid,Propionic Acidemia,SMP0000236,disease
Methylmalonic Acid,3-Methylcrotonyl-CoA Carboxylase Deficiency Type I,SMP0000237,disease
Methylmalonic Acid,Isovaleric Aciduria,SMP0000238,disease
Methylmalonic Acid,Methylmalonate Semialdehyde Dehydrogenase Deficiency,SMP0000384,disease
Methylmalonic Acid,Vitamin K Metabolism,SMP0000464,metabolic
Methylmalonic Acid,Malonyl-CoA Decarboxylase Deficiency,SMP0000502,disease
Methylmalonic Acid,3-Hydroxyisobutyric Acid Dehydrogenase Deficiency,SMP0000521,disease
Methylmalonic Acid,3-Hydroxyisobutyric Aciduria,SMP0000522,disease
L-Homoserine,Cystathionine beta-Synthase Deficiency,SMP0000177,disease
L-Homoserine,Methionine Metabolism,SMP0000033,metabolic
L-Homoserine,Methionine Adenosyltransferase Deficiency,SMP0000221,disease
L-Homoserine,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,SMP0000214,disease
L-Homoserine,Glycine N-Methyltransferase Deficiency,SMP0000222,disease
L-Homoserine,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),SMP0000340,disease
L-Homoserine,Hypermethioninemia,SMP0000341,disease
L-Homoserine,Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type,SMP0000570,disease
L-Saccharopine,2-Aminoadipic 2-Oxoadipic Aciduria,SMP0000719,disease
L-Saccharopine,Glutaric Aciduria Type I,SMP0000186,disease
L-Saccharopine,Saccharopinuria/Hyperlysinemia II,SMP0000239,disease
L-Saccharopine,Hyperlysinemia I, Familial,SMP0000527,disease
L-Saccharopine,Lysine Degradation,SMP0000037,metabolic
L-Saccharopine,Hyperlysinemia II or Saccharopinuria,SMP0000528,disease
L-Saccharopine,Pyridoxine Dependency with Seizures,SMP0000571,disease
4-hydroxybenzoic acid,Ubiquinone Biosynthesis,SMP0000065,metabolic
N-Carbamoylaspartic acid,Pyrimidine Metabolism,SMP0000046,metabolic
N-Carbamoylaspartic acid,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP0000202,disease
N-Carbamoylaspartic acid,Aspartate Metabolism,SMP0000067,metabolic
N-Carbamoylaspartic acid,beta-Ureidopropionase Deficiency,SMP0000172,disease
N-Carbamoylaspartic acid,Canavan Disease,SMP0000175,disease
N-Carbamoylaspartic acid,Dihydropyrimidinase Deficiency,SMP0000178,disease
N-Carbamoylaspartic acid,Hypoacetylaspartia,SMP0000192,disease
N-Carbamoylaspartic acid,UMP Synthase Deficiency (Orotic Aciduria),SMP0000219,disease
Citric acid,The Oncogenic Action of Fumarate,SMP0002295,disease
Citric acid,The Oncogenic Action of L-2-Hydroxyglutarate in Hydroxygluaricaciduria,SMP0002358,disease
Citric acid,Citric Acid Cycle,SMP0000057,metabolic
Citric acid,Pyruvate Dehydrogenase Deficiency (E3),SMP0000550,disease
Citric acid,Pyruvate Dehydrogenase Deficiency (E2),SMP0000551,disease
Citric acid,The Oncogenic Action of Succinate,SMP0002292,disease
Citric acid,Glutaminolysis and Cancer,SMP0002298,disease
Citric acid,The Oncogenic Action of D-2-Hydroxyglutarate in Hydroxygluaricaciduria,SMP0002359,disease
Citric acid,Transfer of Acetyl Groups into Mitochondria,SMP0000466,metabolic
Citric acid,Congenital Lactic Acidosis,SMP0000546,disease
Citric acid,Fumarase Deficiency,SMP0000547,disease
Citric acid,Mitochondrial Complex II Deficiency,SMP0000548,disease
Citric acid,2-Ketoglutarate Dehydrogenase Complex Deficiency,SMP0000549,disease
Citric acid,Warburg Effect,SMP0000654,metabolic
Citric acid,The Oncogenic Action of 2-Hydroxyglutarate,SMP0002291,disease
N-acetylserotonin,Tryptophan Metabolism,SMP0000063,metabolic
Maleic Acid,Adenylosuccinate Lyase Deficiency,SMP0000167,disease
Maleic Acid,Phenylketonuria,SMP0000206,disease
Maleic Acid,Xanthine Dehydrogenase Deficiency (Xanthinuria),SMP0000220,disease
Maleic Acid,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),SMP0000362,disease
Maleic Acid,Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency,SMP0000504,disease
Maleic Acid,Hyperornithinemia with Gyrate Atrophy (HOGA),SMP0000505,disease
Maleic Acid,Xanthinuria Type I,SMP0000512,disease
Maleic Acid,Mitochondrial DNA Depletion Syndrome,SMP0000536,disease
Maleic Acid,Myoadenylate Deaminase Deficiency,SMP0000537,disease
Maleic Acid,The Oncogenic Action of Fumarate,SMP0002295,disease
Maleic Acid,The Oncogenic Action of L-2-Hydroxyglutarate in Hydroxygluaricaciduria,SMP0002358,disease
Maleic Acid,Carbamoyl Phosphate Synthetase Deficiency,SMP0000002,disease
Maleic Acid,Argininosuccinic Aciduria,SMP0000003,disease
Maleic Acid,Tyrosine Metabolism,SMP0000006,metabolic
Maleic Acid,Arginine and Proline Metabolism,SMP0000020,metabolic
Maleic Acid,Purine Metabolism,SMP0000050,metabolic
Maleic Acid,Citric Acid Cycle,SMP0000057,metabolic
Maleic Acid,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),SMP0000188,disease
Maleic Acid,Purine Nucleoside Phosphorylase Deficiency,SMP0000210,disease
